"","Date","DateTime","isCar","Municipality_Code","Reason","Weekday","Temperature","Precipitation","Holidays","Christmas_Holidays","Sport_Holidays","Easter_Holidays","Summer_Holidays","Autumn_Holidays","Count"
"99",2012-04-30,2012-04-30 00:56:00,"1","0180","Arson","måndag",9.2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"100",2012-04-30,2012-04-30 22:41:00,"1","0127","Arson","måndag",8.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"101",2012-05-01,2012-05-01 00:36:00,"1","0123","Arson","tisdag",8.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"102",2012-05-01,2012-05-01 01:31:00,"1","0180","Arson","tisdag",8.8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"103",2012-05-01,2012-05-01 02:20:00,"1","0123","Arson","tisdag",8.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"104",2012-05-01,2012-05-01 05:05:00,"1","0123","Arson","tisdag",8.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"105",2012-05-02,2012-05-02 02:59:00,"1","0180","Arson","onsdag",11.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"106",2012-05-04,2012-05-04 02:35:00,"1","0180","Arson","fredag",7.4,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"107",2012-05-05,2012-05-05 01:41:00,"1","0180","Arson","lördag",9.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"108",2012-05-05,2012-05-05 02:07:00,"1","0136","Arson","lördag",8.3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"109",2012-05-05,2012-05-05 04:09:00,"1","0180","Arson","lördag",9.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"110",2012-05-05,2012-05-05 21:20:00,"1","0180","Arson","lördag",9.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"111",2012-05-06,2012-05-06 01:02:00,"0","0180","Arson","söndag",8.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"112",2012-05-08,2012-05-08 00:47:00,"1","0180","Arson","tisdag",9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"113",2012-05-08,2012-05-08 01:38:00,"1","0180","Arson","tisdag",9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
